0;1;2;3;4;5;6;7;8
Czy wolno Ci wjechać na drogę za tym znakiem aby zawrócić?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1201.wmv;nie;Warunki drogowe
Czy jadąc samochodem (bez przyczepy) o rzeczywistej masie całkowitej 3 t wolno Ci wjechać za ten znak?;TAK;NIE;BRAK;Tak;B,C,D,B1,C1,D1;1A1205.wmv;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji musisz zatrzymać się bezpośrednio przed linią zatrzymania?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1207.wmv;nie;Technika jazdy
Czy wolno Ci zawrócić na najbliższym skrzyżowaniu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1208.wmv;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji wolno Ci skręcić w lewo za tym znakiem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1219.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy ograniczenie prędkości określone tym znakiem obowiązuje tylko do najbliższego skrzyżowania?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1220.jpg;nie;Inne
Czy wolno Ci zawrócić na tym skrzyżowaniu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1222.wmv;nie;Znaki Ostrzegawcze
Czy w tej sytuacji wolno Ci skręcić w prawo na najbliższym skrzyżowaniu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1223.wmv;nie;Znaki nakazu i zakazu
Czy ten znak informuje Cię, że na najbliższym skrzyżowaniu masz obowiązek jechać prosto?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1302.jpg;nie;Znaki informacyjne, kierunku
Czy zbliżając się do miejsca oznaczonego tym znakiem masz obowiązek zachować szczególną ostrożność?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1305.jpg;nie;Znaki poziome
Czy na tak oznakowanej drodze możesz jechać samochodem osobowym z prędkością 100 km/h?;TAK;NIE;BRAK;Tak;B,C,D,B1,C1,D1;1A1306.wmv;nie;Sygnalizacja świetlna
Czy maksymalna prędkość, z jaką możesz jechać samochodem osobowym na drodze za tym znakiem wynosi 120 km/h?;TAK;NIE;BRAK;Nie;B,C,D,B1,C1,D1;1A1307.jpg;nie;Pierwszeństwo przejazdu
Czy na drodze za tym znakiem możesz jechać z prędkością 30km/h?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1309.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tej sytuacji, masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1311.jpg;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy na jezdni za tym znakiem informacyjnym możesz zawrócić?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1312.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy na drodze za tym znakiem możesz zawrócić?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1313.jpg;nie;Szczególna ostrożność
Czy najbliższy widoczny znak zobowiązuje do jazdy z prędkością do 50 km/h?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1314.wmv;nie;Warunki drogowe
Czy ten znak informuje o zbliżaniu się do miejsca zjazdu z autostrady?;TAK;NIE;BRAK;Tak;A,B,C,D,A1,A2,B1,C1,D1;1A1318.jpg;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji zmieniając pas ruchu masz obowiązek włączyć kierunkowskaz?;TAK;NIE;BRAK;Tak;A,B,C,D,T,A1,A2,B1,C1,D1;1A1322.wmv;nie;Technika jazdy
Czy na drodze za tym znakiem możesz jechać z prędkością 20km/h?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1324.wmv;nie;Obowiązki kierującego, dokumenty
Czy na drodze za tym znakiem pionowym masz pierwszeństwo przed pieszymi?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1325.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy na drodze za tym znakiem pionowym masz obowiązek ustąpić pierwszeństwa pieszym?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1326.wmv;nie;Inne
Czy na jezdni za tym znakiem pionowym możesz wykonać manewr cofania?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A1328.jpg;nie;Znaki Ostrzegawcze
Czy na tak oznakowanej drodze możesz poruszać się czterokołowcem lekkim?;TAK;NIE;BRAK;Nie;AM;1A1331.wmv;nie;Znaki nakazu i zakazu
Czy na tak oznakowanej drodze możesz poruszać się czterokołowcem lekkim?;TAK;NIE;BRAK;Nie;AM,B1;1A1332.jpg;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji masz obowiązek sygnalizować zamiar zmiany pasa ruchu?;TAK;NIE;BRAK;Tak;AM;1A1334.wmv;nie;Znaki poziome
Czy jadąc motorowerem możesz skręcić w prawo na tak oznakowaną drogę?;TAK;NIE;BRAK;Tak;AM;1A1335.jpg;nie;Sygnalizacja świetlna
Czy jadąc motorowerem za tym znakiem możesz skręcić w prawo na najbliższym skrzyżowaniu?;TAK;NIE;BRAK;Tak;AM;1A1336.jpg;nie;Pierwszeństwo przejazdu
Czy te znaki poziome nakazują zmianę pasa ruchu na sąsiedni, wskazany strzałką?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A251.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tej sytuacji masz prawo przejechać na wprost przez skrzyżowanie?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A252.jpg;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy ten znak poziomy pozwala na zawracanie?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A253.wmv;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy ten znak poziomy pozwala na jazdę na wprost tym pasem ruchu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A254.wmv;nie;Szczególna ostrożność
Czy na obszarze wyznaczonym linią przystankową możesz zatrzymać samochód osobowy w celu zapytania o drogę?;TAK;NIE;BRAK;Nie;B,C,D,B1,C1,D1;1A258.jpg;nie;Warunki drogowe
Czy ten znak poziomy wyznacza pas postojowy?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A260.jpg;nie;Prędkość, hamowanie, odstępy
Czy ten znak poziomy oznacza obszar wyłączony z ruchu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A261.jpg;nie;Technika jazdy
Czy masz obowiązek bezwarunkowo zatrzymać pojazd przed linią złożoną z trójkątów?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A263.jpg;nie;Obowiązki kierującego, dokumenty
Czy przerywana linia przed przejściem dla pieszych oznacza miejsce warunkowego zatrzymania?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A264.jpg;nie;Awaria pojazdu, pierwsza pomoc
Jedziesz motorowerem. Czy ten znak poziomy pozwala na kontynuowanie jazdy tym pasem ruchu?;TAK;NIE;BRAK;Nie;AM;1A265.wmv;nie;Inne
Czy na obszarze wyznaczonym linią przystankową możesz się zatrzymać aby odebrać telefon?;TAK;NIE;BRAK;Nie;A,T,AM,A1,A2;1A266.jpg;nie;Znaki Ostrzegawcze
Czy widoczne na prawym pasie ruchu znaki poziome wyznaczają początek wyjazdu z autostrady?;TAK;NIE;BRAK;Nie;A,B,C,D,A1,A2,C1,D1;1A280.jpg;nie;Znaki nakazu i zakazu
Czy ten sygnał oznacza bezkolizyjny skręt w lewo?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A301.wmv;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji masz prawo przejechać przez przejście dla pieszych?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A304.wmv;nie;Znaki poziome
Czy ten sygnał oznacza, że wolno Ci wjechać na przejście dla pieszych i przejazd dla rowerzystów?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A305.wmv;nie;Sygnalizacja świetlna
Czy w tej sytuacji wolno Ci wjechać na przejazd kolejowy?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A306.wmv;nie;Pierwszeństwo przejazdu
Czy w tej sytuacji masz pierwszeństwo przed tramwajem?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A307.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tej sytuacji wolno Ci wjechać na skrzyżowanie?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A309.wmv;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy w tej sytuacji wolno Ci wjechać na skrzyżowanie?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A310.wmv;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy w tej sytuacji wolno Ci zawrócić?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A312.wmv;nie;Szczególna ostrożność
Czy w tej sytuacji wolno Ci wjechać na przejazd kolejowy?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A314.jpg;nie;Warunki drogowe
Czy w tej sytuacji wskazania sygnałów świetlnych są ważniejsze niż znaki drogowe?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A317.wmv;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji masz obowiązek zatrzymać się przed wjazdem na skrzyżowanie?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A319.wmv;nie;Technika jazdy
Czy w tej sytuacji wolno Ci wjechać na skrzyżowanie?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A352.wmv;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji masz prawo wjechać na skrzyżowanie?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A353.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy w tej sytuacji wolno Ci zawrócić na skrzyżowaniu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A354.wmv;nie;Inne
Czy wyjeżdżając ze strefy zamieszkania, włączasz się do ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4101.wmv;nie;Znaki Ostrzegawcze
Czy na tak oznakowanym skrzyżowaniu masz pierwszeństwo przed wszystkimi pojazdami?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4105.jpg;nie;Znaki nakazu i zakazu
Czy skręcając w prawo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym pojazdem?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4106.wmv;nie;Znaki informacyjne, kierunku
Czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym pojazdem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4107.wmv;nie;Znaki poziome
Czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed nadjeżdżającym z przeciwka pojazdem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4108.wmv;nie;Sygnalizacja świetlna
Czy wjeżdżając z chodnika na jezdnię, włączasz się do ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4109.wmv;nie;Pierwszeństwo przejazdu
Czy jadąc na wprost na tym skrzyżowaniu masz pierwszeństwo przed rowerzystą?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4110.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy włączając się do ruchu masz obowiązek ustąpić pierwszeństwa pieszemu, który znajduje się poza przejściem dla pieszych?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4114.wmv;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy wyjeżdżając z parkingu powinieneś ustąpić pierwszeństwa pojazdom jadącym po jezdni?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4115.wmv;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa ciągnikowi rolniczemu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4116.wmv;nie;Szczególna ostrożność
Czy skręcając w lewo na tym skrzyżowaniu masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4117.jpg;nie;Warunki drogowe
Czy jadąc na wprost, masz obowiązek ustąpić pierwszeństwa rowerzyście?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4118.wmv;nie;Prędkość, hamowanie, odstępy
Czy skręcając w lewo na tym skrzyżowaniu, masz pierwszeństwo przed pojazdem jadącym z przeciwka?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4119.wmv;nie;Technika jazdy
Czy w tej sytuacji, skręcając w prawo, masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4120.wmv;nie;Obowiązki kierującego, dokumenty
Czy jadąc na wprost, masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4121.wmv;nie;Awaria pojazdu, pierwsza pomoc
Zamierzasz skręcić w lewo na tym skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4124.wmv;nie;Inne
Czy w tej sytuacji włączasz się do ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4125.wmv;nie;Znaki Ostrzegawcze
Czy jadąc na wprost na tym skrzyżowaniu, masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4133.jpg;nie;Znaki nakazu i zakazu
Czy w tej sytuacji powinieneś umożliwić przejazd pojazdowi uprzywilejowanemu, wysyłającemu niebieskie sygnały świetlne i sygnały dźwiękowe o zmiennym tonie?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4201.wmv;nie;Znaki informacyjne, kierunku
Czy na tym skrzyżowaniu masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4203.wmv;nie;Znaki poziome
Czy w tej sytuacji masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4206.wmv;nie;Sygnalizacja świetlna
Czy jadąc na wprost na tym skrzyżowaniu masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4211.jpg;nie;Pierwszeństwo przejazdu
Czy skręcając w prawo masz pierwszeństwo przed pojazdem nadjeżdżającym z przeciwka?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4212.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tej sytuacji skręcając w lewo masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4213.wmv;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy w tej sytuacji jadąc na wprost masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4214.wmv;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy w tej sytuacji jadąc na wprost masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4215.wmv;nie;Szczególna ostrożność
Czy jadąc na wprost masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4216.wmv;nie;Warunki drogowe
Czy skręcając w lewo masz pierwszeństwo przed pojazdem nadjeżdżającym z przeciwka?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4217.jpg;nie;Prędkość, hamowanie, odstępy
Czy jadąc na wprost masz pierwszeństwo przed pojazdem nadjeżdżającym z kierunku przeciwnego, skręcającym w lewo?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4220.jpg;nie;Technika jazdy
Czy skręcając w prawo masz pierwszeństwo przed pojazdem nadjeżdżającym z kierunku przeciwnego?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4222.wmv;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji masz obowiązek ustąpienia pierwszeństwa pojazdowi nadjeżdżającemu z przeciwka?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4228.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy w tej sytuacji możesz wjechać za sygnalizator, jeśli zatrzymanie wymagałoby gwałtownego hamowania?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4301.wmv;nie;Inne
Czy w tej sytuacji, skręcając w prawo, masz obowiązek ustąpić pierwszeństwa pieszemu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4302.wmv;nie;Znaki Ostrzegawcze
Czy w tej sytuacji wolno Ci skręcić w prawo na skrzyżowaniu bez zatrzymania się przed sygnalizatorem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4305.wmv;nie;Znaki nakazu i zakazu
Czy w tej sytuacji zamierzając skręcić w lewo możesz wjechać za sygnalizator?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4320.wmv;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji, po zmianie sygnału na zielony, możesz zawrócić na skrzyżowaniu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4322.wmv;nie;Znaki poziome
Czy w tej sytuacji masz pierwszeństwo przed pieszym?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4326.wmv;nie;Sygnalizacja świetlna
Czy z tego pasa ruchu wolno Ci jechać na wprost?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4330.wmv;nie;Pierwszeństwo przejazdu
Czy w tej sytuacji wolno Ci zawrócić z zajmowanego pasa ruchu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4333.jpg;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tej sytuacji wolno Ci wjechać na skrzyżowanie bez zatrzymania?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4335.wmv;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy w tej sytuacji masz obowiązek zatrzymać się, jeśli byłoby to związane z gwałtownym hamowaniem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4336.wmv;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy taka postawa policjanta oznacza, że masz prawo skręcić w prawo?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4401.wmv;nie;Szczególna ostrożność
Czy w tej sytuacji, zamierzając skręcić w prawo, masz pierwszeństwo przed pieszym?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4404.wmv;nie;Warunki drogowe
Czy w tej sytuacji masz obowiązek zatrzymać się przed skrzyżowaniem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4407.wmv;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji zamierzając skręcić w prawo masz prawo wjechać na skrzyżowanie?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4409.wmv;nie;Technika jazdy
Czy w tej sytuacji masz prawo rozpocząć jazdę?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4416.wmv;nie;Obowiązki kierującego, dokumenty
Czy chcąc w tej sytuacji kontynuować jazdę, masz obowiązek czekać, aż tramwaj ruszy?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4417.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy w tej sytuacji możesz ominąć tramwaj?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4420.wmv;nie;Inne
Czy w tej sytuacji masz obowiązek zatrzymać pojazd we wskazanym miejscu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4428.wmv;nie;Znaki Ostrzegawcze
Czy sygnał, który daje policjant oznacza, że na najbliższym skrzyżowaniu masz obowiązek skręcić w prawo?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4429.wmv;nie;Znaki nakazu i zakazu
Czy w tej sytuacji masz obowiązek zatrzymać się przed skrzyżowaniem, jeśli skręcasz w lewo?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4434.wmv;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji możesz zatrzymać pojazd na chodniku tuż przed przystankiem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A4435.wmv;nie;Znaki poziome
Czy w tej sytuacji masz prawo kontynuować jazdę lewym pasem ruchu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5101.wmv;nie;Sygnalizacja świetlna
Czy w tej sytuacji masz obowiązek kontynuować jazdę prawym pasem ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5102.wmv;nie;Pierwszeństwo przejazdu
Czy masz prawo  zatrzymać pojazd w tunelu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5106.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy zatrzymując pojazd na chodniku, musisz zapewnić pieszym przejście o szerokości co najmniej 1,5 m?;TAK;NIE;BRAK;Tak;A,B,AM,A1,A2,B1;1A5107.jpg;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy zamierzając jechać na wprost, możesz wjechać na to skrzyżowanie z dowolnego pasa ruchu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5109.wmv;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy w tej sytuacji masz prawo zaparkować pojazd w odległości 5 m przed przejściem dla pieszych?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5119.wmv;nie;Szczególna ostrożność
Czy na drodze za tym znakiem masz prawo zaparkować samochód w dowolnym miejscu na jezdni, jeśli nie utrudni to ruchu innych pojazdów i pieszych?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5120.jpg;nie;Warunki drogowe
Czy zatrzymując pojazd na chodniku, musisz zapewnić pieszym przejście o szerokości co najmniej 2,5 m?;TAK;NIE;BRAK;Nie;A,B,AM,A1,A2,B1;1A5121.wmv;nie;Prędkość, hamowanie, odstępy
Czy możesz zatrzymać pojazd na chodniku zostawiając przejście o szerokości 2 m, jeśli utrudni to ruch pieszym?;TAK;NIE;BRAK;Nie;A,B,AM,A1,A2,B1;1A5122.jpg;nie;Technika jazdy
Czy w tej sytuacji powinieneś zmienić pas ruchu na prawy?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5124.wmv;nie;Obowiązki kierującego, dokumenty
Czy z tego pasa ruchu dozwolony jest skręt w lewo na skrzyżowaniu?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5201.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy po wyświetleniu sygnału zielonego wolno Ci z tego pasa ruchu skręcić w lewo?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5213.wmv;nie;Inne
Czy w tej sytuacji masz prawo zmienić pas ruchu bezpośrednio przed skrzyżowaniem?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5214.jpg;nie;Znaki Ostrzegawcze
Czy w tym miejscu masz prawo zmienić zajmowany pas ruchu na pas lewy?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5215.jpg;nie;Znaki nakazu i zakazu
Czy na tym skrzyżowaniu możesz jechać prosto z lewego pasa ruchu?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5217.jpg;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji masz obowiązek zmienić zajmowany pas ruchu, jeśli zamierzasz skręcić w lewo?;TAK;NIE;BRAK;Tak;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5218.jpg;nie;Znaki poziome
Czy masz prawo zawrócić na moście?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5222.jpg;nie;Sygnalizacja świetlna
Czy z pasa ruchu, na którym się znajdujesz, dozwolone jest skręcanie w prawo?;TAK;NIE;BRAK;Nie;A,B,C,D,T,AM,A1,A2,B1,C1,D1;1A5231.jpg;nie;Pierwszeństwo przejazdu
